主分類,次分類,狀態,代碼,法條名稱
法務,法律事務,現行,01833,戒嚴時期人民受損權利回復條例
法務,法律事務,廢止,01848,法務部行政執行署組織條例
法務,法律事務,廢止,01849,行政執行處組織通則
法務,法律事務,現行,01876,法務部行政執行署組織法
法務,法律事務,現行,04405,中央法規標準法
法務,法律事務,現行,04524,涉外民事法律適用法
法務,法律事務,現行,04525,公證法
法務,法律事務,現行,04526,提存法
法務,法律事務,現行,04527,民事訴訟法
法務,法律事務,現行,04528,民事訴訟法施行法
法務,法律事務,現行,04531,核子損害賠償法
法務,法律事務,現行,04532,非訟事件法
法務,法律事務,現行,04533,鄉鎮市調解條例
法務,法律事務,現行,04534,強制執行法
法務,法律事務,現行,04535,管收條例
法務,法律事務,現行,04561,訴願法
法務,法律事務,現行,04562,行政訴訟法
法務,法律事務,現行,04576,戒嚴時期不當叛亂暨匪諜審判案件補償條例
法務,法律事務,現行,05202,生產事故救濟條例
法務,法律事務,廢止,90011,中央法規制定標準法
法務,法律事務,廢止,90012,法律廢止條例
法務,法律事務,廢止,90013,法律施行日期條例
法務,法律事務,廢止,90085,公證費用法
法務,法律事務,廢止,90091,票據法施行法
法務,法律事務,廢止,90092,非訟事件費用法
法務,矯正事務,廢止,01804,監獄組織通則
法務,矯正事務,廢止,01805,看守所組織通則
法務,矯正事務,現行,01809,監獄行刑法
法務,矯正事務,現行,01810,行刑累進處遇條例
法務,矯正事務,廢止,01815,戡亂時期監所人犯處理條例
法務,矯正事務,現行,01816,外役監條例
法務,矯正事務,現行,01817,保安處分執行法
法務,矯正事務,現行,01819,少年觀護所設置及實施通則
法務,矯正事務,現行,01820,少年輔育院條例
法務,矯正事務,廢止,01824,法務部技能訓練所組織條例
法務,矯正事務,廢止,01832,法務部矯正人員訓練所組織條例
法務,矯正事務,現行,01840,少年矯正學校設置及教育實施通則
法務,矯正事務,現行,01841,戒治處分執行條例
法務,矯正事務,現行,01842,觀察勒戒處分執行條例
法務,矯正事務,廢止,01843,法務部戒治所組織通則
法務,矯正事務,現行,01871,法務部矯正署組織法
法務,矯正事務,現行,04550,少年事件處理法
法務,行政法,現行,01854,行政罰法
法務,訴訟法,現行,01814,羈押法
法務,訴訟法,現行,04518,票據法
法務,訴訟法,現行,04521,動產擔保交易法
法務,訴訟法,現行,04522,破產法
法務,訴訟法,現行,04523,破產法施行法
法務,訴訟法,現行,04525,公證法
法務,訴訟法,現行,04526,提存法
法務,訴訟法,現行,04527,民事訴訟法
法務,訴訟法,現行,04528,民事訴訟法施行法
法務,訴訟法,廢止,04529,民事訴訟費用法
法務,訴訟法,現行,04530,民刑事訴訟卷宗滅失案件處理法
法務,訴訟法,現行,04532,非訟事件法
法務,訴訟法,現行,04536,中華民國刑法
法務,訴訟法,現行,04537,中華民國刑法施行法
法務,訴訟法,現行,04538,妨害國幣懲治條例
法務,訴訟法,現行,04539,妨害兵役治罪條例
法務,訴訟法,廢止,04540,妨害國家總動員懲罰暫行條例
法務,訴訟法,廢止,04541,懲治盜匪條例
法務,訴訟法,現行,04542,懲治走私條例
法務,訴訟法,廢止,04543,違反糧食管理治罪條例
法務,訴訟法,廢止,04544,懲治叛亂條例
法務,訴訟法,廢止,04545,戡亂時期檢肅匪諜條例
法務,訴訟法,現行,04546,殘害人群治罪條例
法務,訴訟法,現行,04547,毒品危害防制條例
法務,訴訟法,現行,04548,竊盜犯贓物犯保安處分條例
法務,訴訟法,廢止,04549,檢肅流氓條例
法務,訴訟法,現行,04550,少年事件處理法
法務,訴訟法,現行,04551,貪污治罪條例
法務,訴訟法,現行,04552,刑事訴訟法
法務,訴訟法,現行,04553,刑事訴訟法施行法
法務,訴訟法,現行,04554,提審法
法務,訴訟法,現行,04555,公設辯護人條例
法務,訴訟法,廢止,04560,中美共同防禦期間處理在華美軍人員刑事案件條例
法務,訴訟法,現行,04561,訴願法
法務,訴訟法,現行,04562,行政訴訟法
法務,訴訟法,現行,04581,行政訴訟法施行法
法務,訴訟法,現行,04583,家事事件法
法務,訴訟法,廢止,04585,民事訴訟合意選定法官審判暫行條例
法務,訴訟法,現行,04592,智慧財產案件審理法
法務,訴訟法,現行,04596,刑事妥速審判法
法務,訴訟法,廢止,90085,公證費用法
法務,訴訟法,廢止,90091,票據法施行法
法務,調查工作,現行,01255,刑事案件確定後去氧核醣核酸鑑定條例
法務,調查工作,現行,01256,去氧核醣核酸採樣條例
法務,調查工作,現行,01801,法務部調查局組織法
法務,調查工作,現行,01802,法務部調查局幹部訓練所組織條例
法務,調查工作,廢止,01831,法務部法醫研究所組織條例
法務,調查工作,現行,01877,法務部法醫研究所組織法
法務,調查工作,現行,02582,法醫師法
海洋,海域安全,現行,01089,海洋委員會海巡署組織法
海洋,海域安全,現行,01215,行政院海岸巡防署組織法
海洋,海域安全,現行,01277,海岸巡防法
海洋,海域安全,現行,01279,行政院海岸巡防署海洋巡防總局組織條例
海洋,海域安全,現行,01280,行政院海岸巡防署海岸巡防總局各地區巡防局組織通則
海洋,海域安全,現行,01281,行政院海岸巡防署海岸巡防總局組織條例
海洋,海域安全,現行,04542,懲治走私條例
海洋,海域安全,現行,05126,海岸巡防機關器械使用條例
海洋,海域安全,現行,05144,警察消防海巡移民空勤人員及協勤民力安全基金設置管理條例
海洋,海洋事務,現行,01088,海洋委員會組織法
海洋,海洋事務,現行,01210,中華民國領海及鄰接區法
海洋,海洋事務,廢止,01257,內政部警政署水上警察局組織條例
海洋,海洋事務,現行,01263,中華民國專屬經濟海域及大陸礁層法
海洋,海洋事務,現行,03723,海洋污染防治法
海洋,海洋事務,現行,05183,海洋委員會海洋保育署組織法
海洋,海洋政策,現行,01216,海岸管理法
海洋,海洋政策,現行,01263,中華民國專屬經濟海域及大陸礁層法
海洋,海洋政策,現行,05185,國家海洋研究院組織法
海洋,海洋政策,現行,05212,海洋基本法
海洋,海洋文教,現行,01756,國立海洋生物博物館組織法
海洋,海洋文教,現行,02916,國立海洋科技博物館組織法
海洋,海洋科研,現行,05185,國家海洋研究院組織法
環境資源,公害糾紛,現行,03710,公害糾紛處理法
環境資源,噪音振動,現行,02521,噪音管制法
環境資源,國土計畫,現行,01150,土地法
環境資源,國土計畫,現行,01151,土地法施行法
環境資源,國土計畫,現行,01154,平均地權條例
環境資源,國土計畫,現行,01156,區域計畫法
環境資源,國土計畫,現行,01254,國土計畫法
環境資源,土地品質,現行,03718,土壤及地下水污染整治法
環境資源,地政,現行,01150,土地法
環境資源,地政,現行,01151,土地法施行法
環境資源,地政,現行,01152,耕地三七五減租條例
環境資源,地政,廢止,01153,實施耕者有其田條例
環境資源,地政,現行,01154,平均地權條例
環境資源,地政,現行,01155,農地重劃條例
環境資源,地政,廢止,01157,水陸地圖審查條例
環境資源,地政,現行,01194,新市鎮開發條例
環境資源,地政,現行,01206,不動產經紀業管理條例
環境資源,地政,現行,01229,土地徵收條例
環境資源,地政,現行,01232,農村社區土地重劃條例
環境資源,地政,現行,01266,地籍清理條例
環境資源,地政,現行,01269,地政士法
環境資源,地政,廢止,01437,測量標設置保護條例
環境資源,地政,現行,01519,土地稅法
環境資源,地政,廢止,01572,臺灣地區公共建設土地債券發行條例
環境資源,地政,廢止,01575,臺灣地區平均地權土地債券發行條例
環境資源,地政,現行,01603,不動產估價師法
環境資源,地政,現行,01643,不動產證券化條例
環境資源,地政,現行,03102,山坡地保育利用條例
環境資源,地政,現行,05131,國土測繪法
環境資源,地政,現行,05146,祭祀公業條例
環境資源,地政,廢止,90005,防空疏散建築用地徵用領用條例
環境資源,地政,廢止,90047,臺灣省實物土地債券條例
環境資源,地政,廢止,90073,統一中外地名譯文委員會組織條例
環境資源,地政,停止適用,90185,民國二十五年江西省整理土地公債條例
環境資源,大氣空氣,現行,02519,空氣污染防制法
環境資源,大氣空氣,現行,02529,室內空氣品質管理法
環境資源,大氣空氣,現行,03717,溫室氣體減量及管理法
環境資源,廢棄物,現行,02518,廢棄物清理法
環境資源,廢棄物,現行,02712,低放射性廢棄物最終處置設施場址設置條例
環境資源,廢棄物,現行,03725,資源回收再利用法
環境資源,林業,現行,03107,森林法
環境資源,林業,現行,05123,原住民保留地禁伐補償條例
環境資源,核能,現行,01027,行政院原子能委員會組織條例
環境資源,核能,現行,02701,原子能法
環境資源,核能,現行,02702,行政院原子能委員會輻射偵測中心組織條例
環境資源,核能,現行,02703,行政院原子能委員會放射性物料管理局組織條例
環境資源,核能,現行,02704,行政院原子能委員會核能研究所組織條例
環境資源,核能,現行,02708,核子事故緊急應變法
環境資源,核能,現行,02709,放射性物料管理法
環境資源,核能,現行,02710,游離輻射防護法
環境資源,核能,現行,02711,核子反應器設施管制法
環境資源,核能,現行,02712,低放射性廢棄物最終處置設施場址設置條例
環境資源,核能,現行,04531,核子損害賠償法
環境資源,毒物管理,現行,03706,毒性及關注化學物質管理法
環境資源,毒物管理,現行,03719,環境用藥管理法
環境資源,毒物管理,現行,03747,行政院環境保護署毒物及化學物質局組織法
環境資源,氣象,現行,02011,交通部中央氣象局組織條例
環境資源,氣象,現行,02012,交通部中央氣象局附屬氣象測報機構組織通則
環境資源,氣象,現行,02032,氣象法
環境資源,水利,廢止,01913,經濟部水資源統一規劃委員會組織條例
環境資源,水利,現行,01941,水利法
環境資源,水利,廢止,01969,經濟部水資源局組織條例
環境資源,水利,廢止,01991,基隆河流域整治特別條例
環境資源,水利,現行,01992,經濟部水利署臺北水源特定區管理局組織條例
環境資源,水利,現行,01993,經濟部水利署各區水資源局組織通則
環境資源,水利,現行,01994,經濟部水利署各河川局組織通則
環境資源,水利,現行,01995,經濟部水利署水利規劃試驗所組織條例
環境資源,水利,現行,01996,經濟部水利署組織條例
環境資源,水利,現行,03120,農田水利會組織通則
環境資源,水利,現行,07163,農田水利法
環境資源,水利,廢止,08119,水患治理特別條例
環境資源,水利,廢止,08120,石門水庫及其集水區整治特別條例
環境資源,水利,廢止,08123,曾文南化烏山頭水庫治理及穩定南部地區供水特別條例
環境資源,水利,現行,08156,流域綜合治理特別條例
環境資源,水利,現行,08160,再生水資源發展條例
環境資源,水利,廢止,90042,興辦水利事業獎勵條例
環境資源,水利,停止適用,90183,民國二十三年江蘇省水利建設公債條例
環境資源,水利,停止適用,90187,民國二十六年闢濬廣東省港河工程美金公債條例
環境資源,水利,停止適用,90192,民國二十年江蘇省運河工程短期公債條例
環境資源,水利,停止適用,90204,疏濬河北省海河工程短期公債條例
環境資源,水土保持,現行,03102,山坡地保育利用條例
環境資源,水土保持,現行,03116,水土保持法
環境資源,水土保持,現行,03148,行政院農業委員會水土保持局組織法
環境資源,水源水質,現行,01165,下水道法
環境資源,水源水質,現行,02520,水污染防治法
環境資源,水源水質,現行,03723,海洋污染防治法
環境資源,環境政務,現行,01037,行政院環境保護署組織條例
環境資源,環境政務,廢止,02501,行政院衛生署環境保護局組織條例
環境資源,環境政務,廢止,02502,中央衛生實驗院組織條例
環境資源,環境政務,現行,03712,行政院環境保護署環境檢驗所組織條例
環境資源,環境政務,現行,03713,行政院環境保護署環境保護人員訓練所組織條例
環境資源,環境政策,現行,03707,環境基本法
環境資源,環境教育,現行,03714,環境教育法
環境資源,環境衛生,現行,01164,自來水法
環境資源,環境衛生,廢止,01580,臺北市自來水工程建設公債發行條例
環境資源,環境衛生,廢止,01935,民營公用事業監督條例
環境資源,環境衛生,現行,02507,飲用水管理條例
環境資源,環境衛生,停止適用,90196,民國十八年南京特別市特種建設公債條例
環境資源,環境衛生,停止適用,90203,浙江省杭州市自來水公債條例
環境資源,環境評估,現行,03716,環境影響評估法
環境資源,生態保育,廢止,01103,國家公園管理處組織通則
環境資源,生態保育,現行,01117,國家公園法
環境資源,生態保育,廢止,01220,內政部警政署國家公園警察大隊組織條例
環境資源,生態保育,現行,03118,野生動物保育法
環境資源,生態保育,現行,03736,濕地保育法
環境資源,礦業地質,廢止,01581,煤業安定基金條例
環境資源,礦業地質,現行,01901,經濟部中央地質調查所組織條例
環境資源,礦業地質,廢止,01917,非常時期農礦工商管理條例
環境資源,礦業地質,現行,01918,礦業法
環境資源,礦業地質,廢止,01919,海域石油礦探採條例
環境資源,礦業地質,現行,01921,礦場安全法
環境資源,礦業地質,現行,01965,土石採取法
環境資源,礦業地質,現行,01985,地質法
環境資源,礦業地質,現行,02076,溫泉法
環境資源,礦業地質,廢止,90040,礦場法
監察,利益迴避,現行,04712,公職人員利益衝突迴避法
監察,審計,現行,04629,審計人員任用條例
監察,審計,現行,04704,審計部組織法
監察,審計,現行,04705,審計處室組織通則
監察,審計,現行,04709,審計法
監察,審計,廢止,04710,機關營繕工程及購置定製變賣財物稽察條例
監察,政治獻金,現行,01218,政治獻金法
監察,監察行政,現行,04635,立法委員監察委員歲費公費支給暫行條例
監察,監察行政,現行,04701,監察院組織法
監察,監察行政,現行,04702,監察院各委員會組織法
監察,監察行政,現行,04703,監察院監察委員行署組織條例
監察,監察行政,廢止,04706,監察院監察委員選舉罷免法
監察,監察行政,廢止,04707,監察院監察委員選舉罷免法施行條例
監察,監察行政,現行,04716,監察院國家人權委員會組織法
監察,調查巡察,現行,04708,監察法
監察,財產申報,現行,04711,公職人員財產申報法
監察,遊說,現行,04406,遊說法
科技,科學園區,現行,02801,科學園區設置管理條例
科技,科學園區,廢止,02802,科學工業園區管理局組織條例
科技,科學園區,廢止,02809,南部科學工業園區管理局組織條例
科技,科學園區,廢止,02813,行政院國家科學委員會中部科學工業園區管理局組織法
科技,科學園區,現行,02817,科技部新竹科學工業園區管理局組織法
科技,科學園區,現行,02818,科技部中部科學工業園區管理局組織法
科技,科學園區,現行,02819,科技部南部科學工業園區管理局組織法
科技,科學園區,現行,03164,農業科技園區設置管理條例
科技,科技政務,廢止,01028,行政院國家科學委員會組織條例
科技,科技政務,現行,02815,科技部組織法
科技,科技政務,廢止,02822,國家資通安全科技中心設置條例
科技,科技政務,現行,02823,資通安全管理法
科技,科技政策,現行,02807,科學技術基本法
科技,科技研發,現行,01085,國家災害防救科技中心設置條例
科技,科技研發,廢止,01239,內政部建築研究所組織條例
科技,科技研發,現行,01475,國家中山科學研究院設置條例
科技,科技研發,廢止,01738,國立自然科學博物館組織條例
科技,科技研發,現行,01745,國立科學工藝博物館組織法
科技,科技研發,現行,01770,國家教育研究院組織法
科技,科技研發,現行,01791,國立自然科學博物館組織法
科技,科技研發,現行,01793,國立臺灣科學教育館組織法
科技,科技研發,廢止,01831,法務部法醫研究所組織條例
科技,科技研發,現行,01877,法務部法醫研究所組織法
科技,科技研發,現行,01907,工業技術研究院設置條例
科技,科技研發,現行,01908,中華經濟研究院設置條例
科技,科技研發,現行,02013,交通部運輸研究所組織條例
科技,科技研發,廢止,02503,行政院衛生署預防醫學研究所組織條例
科技,科技研發,廢止,02550,國立中國醫藥研究所組織條例
科技,科技研發,現行,02555,財團法人國家衛生研究院設置條例
科技,科技研發,現行,02594,衛生福利部國家中醫藥研究所組織法
科技,科技研發,現行,02704,行政院原子能委員會核能研究所組織條例
科技,科技研發,現行,02805,財團法人國家同步輻射研究中心設置條例
科技,科技研發,現行,02806,財團法人國家實驗研究院設置條例
科技,科技研發,現行,02807,科學技術基本法
科技,科技研發,廢止,03617,行政院勞工委員會勞工安全衛生研究所組織條例
科技,科技研發,現行,03641,勞動部勞動及職業安全衛生研究所組織法
科技,科技研發,現行,04306,中央研究院組織法
科技,科技研發,廢止,04316,國立中央研究院基金條例
科技,科技研發,現行,04580,千禧年資訊年序爭議處理法
科技,科技研發,現行,05180,內政部建築研究所組織法
科技,科技研發,現行,05185,國家海洋研究院組織法
科技,科技研發,現行,07131,無人載具科技創新實驗條例
科技,科技研發,現行,07136,財團法人鐵道技術研究及驗證中心設置條例
科技,科技研發,現行,07184,太空發展法
科技,科技研發,廢止,90107,國立北平研究院組織條例
立法,國會,現行,01204,第一屆資深中央民意代表自願退職條例
立法,國會,現行,04201,國民大會組織法
立法,國會,廢止,04203,國民大會代表立法院立法委員選舉總事務所組織條例
立法,國會,廢止,04204,國民大會代表選舉罷免法
立法,國會,廢止,04205,國民大會代表選舉罷免法施行條例
立法,國會,廢止,04206,國民大會代表立法院立法委員選舉補充條例
立法,國會,廢止,04207,第一屆國民大會代表出缺遞補補充條例
立法,國會,廢止,04209,國民大會代表報酬及費用支給條例
立法,國會,現行,04210,國民大會同意權行使法
立法,國會,現行,04211,國民大會職權行使法
立法,國會,廢止,04212,國民大會代表選舉法
立法,立委選罷,廢止,04403,立法院立法委員選舉罷免法
立法,立委選罷,廢止,04404,立法院立法委員選舉罷免法施行條例
立法,立法行政,現行,04401,立法院組織法
立法,立法行政,現行,04402,立法院各委員會組織法
立法,立法行政,現行,04635,立法委員監察委員歲費公費支給暫行條例
立法,立院職權,現行,01118,請願法
立法,立院職權,現行,04412,立法委員行為法
立法,立院職權,現行,04414,立法院職權行使法
立法,立院職權,現行,04714,三一九槍擊事件真相調查特別委員會條例
經濟貿易,中小企業,現行,01914,經濟部中小企業處組織條例
經濟貿易,中小企業,現行,01949,中小企業發展條例
經濟貿易,中小企業,現行,02814,生技新藥產業發展條例
經濟貿易,中小企業,現行,04521,動產擔保交易法
經濟貿易,中小企業,現行,08107,企業併購法
經濟貿易,中小企業,現行,08121,有限合夥法
經濟貿易,公平交易,廢止,01041,行政院公平交易委員會組織條例
經濟貿易,公平交易,現行,01098,公平交易委員會組織法
經濟貿易,公平交易,現行,01945,公平交易法
經濟貿易,公平交易,現行,08149,多層次傳銷管理法
經濟貿易,公平交易,廢止,90016,取締棉花攙水攙雜暫行條例
經濟貿易,公營事業,現行,01447,漢翔航空工業股份有限公司設置條例
經濟貿易,公營事業,現行,01934,國營事業管理法
經濟貿易,公營事業,廢止,01935,民營公用事業監督條例
經濟貿易,公營事業,現行,01939,公營事業移轉民營條例
經濟貿易,公營事業,現行,01940,在臺公司大陸地區股東股權行使條例
經濟貿易,公營事業,廢止,01944,鹽政條例
經濟貿易,公營事業,現行,02037,公營大眾捷運股份有限公司設置管理條例
經濟貿易,公營事業,廢止,90170,財政部鹽務總局組織法
經濟貿易,公營事業,廢止,90171,財政部各區鹽務辦事處組織條例
經濟貿易,公營事業,廢止,90172,財政部各區鹽務管理局組織條例
經濟貿易,公營事業,停止適用,90194,民國十九年建設委員會電氣事業長期公債條例
經濟貿易,加工出口,現行,01905,經濟部加工出口區管理處組織條例
經濟貿易,加工出口,現行,01906,經濟部加工出口區管理處所屬各分處組織通則
經濟貿易,加工出口,現行,01923,加工出口區設置管理條例
經濟貿易,加工出口,廢止,90020,經濟部高雄加工出口區管理處組織條例
經濟貿易,商業,現行,01134,商業團體法
經濟貿易,商業,現行,01587,記帳士法
經濟貿易,商業,廢止,01917,非常時期農礦工商管理條例
經濟貿易,商業,現行,01932,商業會計法
經濟貿易,商業,現行,01933,商業登記法
經濟貿易,商業,現行,01938,商品標示法
經濟貿易,商業,現行,01940,在臺公司大陸地區股東股權行使條例
經濟貿易,商業,現行,01961,零售市場管理條例
經濟貿易,商業,現行,01970,電子遊戲場業管理條例
經濟貿易,商業,現行,01987,電子簽章法
經濟貿易,商業,現行,01988,電子支付機構管理條例
經濟貿易,商業,現行,04001,工程技術顧問公司管理條例
經濟貿易,商業,現行,04517,公司法
經濟貿易,商業,現行,04519,海商法
經濟貿易,商業,現行,04521,動產擔保交易法
經濟貿易,商業,現行,07166,商業事件審理法
經濟貿易,商業,現行,08149,多層次傳銷管理法
經濟貿易,商業,廢止,90001,商會法
經濟貿易,商業,廢止,90002,商業同業公會法
經濟貿易,商業,廢止,90062,輸出業同業公會法
經濟貿易,商業,廢止,90064,度量衡器及計量器營業條例
經濟貿易,國際經濟,廢止,01927,技術合作條例
經濟貿易,國際經濟,現行,08103,國際合作發展法
經濟貿易,國際貿易,廢止,01305,解決國家與他國國民間投資爭端公約施行條例
經濟貿易,國際貿易,現行,01909,經濟部國際貿易局組織條例
經濟貿易,國際貿易,現行,01910,經濟部國際貿易局所屬各辦事處組織通則
經濟貿易,國際貿易,現行,01948,貿易法
經濟貿易,國際貿易,現行,08108,自由貿易港區設置管理條例
經濟貿易,國際貿易,現行,08110,因應貿易自由化調整支援條例
經濟貿易,工業,現行,01133,工業團體法
經濟貿易,工業,廢止,01140,工廠法
經濟貿易,工業,現行,01623,菸酒管理法
經濟貿易,工業,現行,01903,經濟部工業局組織條例
經濟貿易,工業,現行,01907,工業技術研究院設置條例
經濟貿易,工業,廢止,01917,非常時期農礦工商管理條例
經濟貿易,工業,現行,01946,工廠管理輔導法
經濟貿易,工業,現行,01968,冷凍空調業管理條例
經濟貿易,工業,現行,01989,事業用爆炸物管理條例
經濟貿易,工業,現行,08102,光碟管理條例
經濟貿易,工業,廢止,90046,工業會法
經濟貿易,工業,廢止,90074,工廠法施行條例
經濟貿易,投資業務,廢止,01305,解決國家與他國國民間投資爭端公約施行條例
經濟貿易,投資業務,廢止,01651,擴大公共建設投資特別條例
經濟貿易,投資業務,廢止,01928,獎勵投資條例
經濟貿易,投資業務,現行,01929,華僑回國投資條例
經濟貿易,投資業務,現行,01930,外國人投資條例
經濟貿易,投資業務,廢止,01957,促進產業升級條例
經濟貿易,投資業務,現行,01958,促進民間參與公共建設法
經濟貿易,投資業務,現行,01963,獎勵民間參與交通建設條例
經濟貿易,投資業務,廢止,02567,促進醫療服務業發展條例
經濟貿易,投資業務,現行,07158,境外資金匯回管理運用及課稅條例
經濟貿易,智慧財產,現行,01176,著作權法
經濟貿易,智慧財產,現行,01242,著作權集體管理團體條例
經濟貿易,智慧財產,現行,01924,專利法
經濟貿易,智慧財產,現行,01936,商標法
經濟貿易,智慧財產,現行,01962,專利師法
經濟貿易,智慧財產,現行,01966,積體電路電路布局保護法
經濟貿易,智慧財產,現行,01967,營業秘密法
經濟貿易,智慧財產,現行,01977,經濟部智慧財產局組織條例
經濟貿易,智慧財產,現行,01979,專利審查官資格條例
經濟貿易,智慧財產,現行,01980,商標審查官資格條例
經濟貿易,智慧財產,現行,04591,智慧財產法院組織法
經濟貿易,智慧財產,現行,04592,智慧財產案件審理法
經濟貿易,智慧財產,現行,08102,光碟管理條例
經濟貿易,標準,廢止,01904,經濟部中央標準局組織條例
經濟貿易,標準,現行,01925,標準法
經濟貿易,標準,現行,01926,度量衡法
經濟貿易,標準,現行,01978,經濟部標準檢驗局組織條例
經濟貿易,標準,現行,01984,經濟部標準檢驗局所屬各分局組織通則
經濟貿易,標準,廢止,90064,度量衡器及計量器營業條例
經濟貿易,檢驗,廢止,01911,經濟部商品檢驗局組織條例
經濟貿易,檢驗,廢止,01912,經濟部商品檢驗局所屬各分局組織通則
經濟貿易,檢驗,現行,01937,商品檢驗法
經濟貿易,檢驗,現行,01978,經濟部標準檢驗局組織條例
經濟貿易,檢驗,現行,01984,經濟部標準檢驗局所屬各分局組織通則
經濟貿易,檢驗,現行,08102,光碟管理條例
經濟貿易,消費保護,現行,01180,消費者保護法
經濟貿易,消費保護,現行,08137,金融消費者保護法
經濟貿易,物價,現行,01916,臺灣地區砂糖平準基金條例
經濟貿易,經濟政務,現行,01019,經濟部組織法
經濟貿易,經濟政務,現行,01908,中華經濟研究院設置條例
經濟貿易,經濟政務,現行,01935,民營公用事業監督條例
經濟貿易,經濟政務,現行,04003,前瞻基礎建設特別條例
經濟貿易,經濟政務,廢止,08131,振興經濟消費券發放特別條例
經濟貿易,能源,廢止,01919,海域石油礦探採條例
經濟貿易,能源,現行,01922,電業法
經濟貿易,能源,現行,01943,能源管理法
經濟貿易,能源,現行,01981,石油管理法
經濟貿易,能源,廢止,02024,戰時交通電業設備及器材防護條例
經濟貿易,能源,現行,08101,再生能源發展條例
經濟貿易,能源,現行,08106,經濟部能源局組織條例
經濟貿易,能源,現行,08113,天然氣事業法
經濟貿易,能源,停止適用,90194,民國十九年建設委員會電氣事業長期公債條例
總統,中研院,現行,04306,中央研究院組織法
總統,中研院,廢止,04308,中央研究院評議會條例
總統,中研院,廢止,04316,國立中央研究院基金條例
總統,國史館,現行,01764,國史館臺灣文獻館組織條例
總統,國史館,現行,04309,國史館組織條例
總統,國史館,現行,04327,總統副總統文物管理條例
總統,國家安全,廢止,01431,戡亂時期郵電抽查條例
總統,國家安全,廢止,01435,妨害軍機治罪條例
總統,國家安全,現行,01441,國家安全法
總統,國家安全,現行,01461,國家情報工作法
總統,國家安全,現行,01836,國家機密保護法
總統,國家安全,現行,04307,國家安全會議組織法
總統,國家安全,現行,04317,國家安全局組織法
總統,國家安全,廢止,04544,懲治叛亂條例
總統,國家安全,廢止,04545,戡亂時期檢肅匪諜條例
總統,國家安全,現行,04576,戒嚴時期不當叛亂暨匪諜審判案件補償條例
總統,國家安全,廢止,04812,金門馬祖東沙南沙地區安全及輔導條例
總統,國家安全,現行,07162,反滲透法
總統,總統其他,現行,04301,中華民國總統府組織法
總統,總統其他,廢止,04302,國策顧問委員會組織條例
總統,總統其他,廢止,04303,戰略顧問委員會組織條例
總統,總統其他,廢止,04304,光復大陸設計研究委員會組織條例
總統,總統其他,現行,04310,國父陵園管理委員會組織條例
總統,總統其他,現行,04312,總統副總統宣誓條例
總統,總統其他,現行,04636,總統副總統及特任人員月俸公費支給暫行條例
總統,總統其他,現行,04714,三一九槍擊事件真相調查特別委員會條例
總統,總統禮遇,現行,04313,卸任總統副總統禮遇條例
總統,總統禮遇,現行,04319,總統副總統待遇支給條例
總統,總統禮遇,現行,04325,特種勤務條例
總統,總統職權,廢止,04305,稽勳委員會組織條例
總統,總統職權,現行,04314,印信條例
總統,總統職權,現行,04315,勳章條例
總統,總統職權,現行,04557,赦免法
總統,總統選罷,廢止,04311,總統副總統選舉罷免法（民國36年）
總統,總統選罷,現行,04318,總統副總統選舉罷免法
考試,人才培育,現行,01872,法務部司法官學院組織法
考試,人才培育,廢止,04649,公務員進修及考察選送條例
考試,人才培育,現行,04663,公務人員保障暨培訓委員會組織法
考試,人才培育,現行,04677,國家文官學院組織法
考試,任免升遷,現行,04605,公務人員考試法
考試,任免升遷,現行,04617,公務人員任用法
考試,任免升遷,廢止,04618,縣長任用法
考試,任免升遷,廢止,04619,技術人員任用條例
考試,任免升遷,廢止,04620,縣行政人員任用條例
考試,任免升遷,現行,04621,蒙藏邊區人員任用條例
考試,任免升遷,廢止,04624,農林事業人員任用條例
考試,任免升遷,廢止,04625,國家銀行職員任免條例
考試,任免升遷,現行,04626,交通事業人員任用條例
考試,任免升遷,廢止,04627,特種考試復員軍官佐轉業考試及格人員轉任文職條例
考試,任免升遷,現行,04628,駐外外交領事人員任用條例
考試,任免升遷,現行,04629,審計人員任用條例
考試,任免升遷,現行,04630,教育人員任用條例
考試,任免升遷,現行,04631,聘用人員聘用條例
考試,任免升遷,廢止,04632,派用人員派用條例
考試,任免升遷,廢止,04653,高等考試及格人員縣長挑選條例
考試,任免升遷,現行,04659,專門職業及技術人員轉任公務人員條例
考試,任免升遷,現行,04666,公務人員陞遷法
考試,任免升遷,廢止,90028,分類職位公務人員任用法
考試,任免升遷,廢止,90052,警察官任用條例
考試,任免升遷,廢止,90089,主計人員任用條例
考試,任免升遷,廢止,90100,公務人員升等考試法（民國37年）
考試,任免升遷,廢止,90102,公務人員任用法（民國37年）
考試,任免升遷,廢止,90481,駐外使領館人員任用條例
考試,待遇福利,廢止,03301,公務人員住宅及福利委員會組織條例
考試,待遇福利,現行,04634,公務人員俸給法
考試,待遇福利,現行,04635,立法委員監察委員歲費公費支給暫行條例
考試,待遇福利,現行,04636,總統副總統及特任人員月俸公費支給暫行條例
考試,待遇福利,現行,04639,後備軍人轉任公職考試比敘條例
考試,待遇福利,現行,04645,公務人員退休法
考試,待遇福利,廢止,04646,政務人員退職酬勞金給與條例
考試,待遇福利,現行,04650,公教人員保險法
考試,待遇福利,廢止,04651,公務人員眷屬疾病保險條例
考試,待遇福利,廢止,90029,分類職位公務人員俸給法
